Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
24-Dec-24,10699.2,10846.95,10691.15,10747.55,,
26-Dec-24,10773.25,10828.65,10720.05,10756.45,,
27-Dec-24,10762.05,10782.4,10671.5,10683.05,,
30-Dec-24,10657.2,10722.6,10591.8,10631.15,,
31-Dec-24,10613,10766,10601.3,10744.25,,
01-Jan-25,10732.3,10801.25,10687.05,10771.95,,
02-Jan-25,10763.9,10920.8,10750.05,10909.65,,
03-Jan-25,10940.1,11153.45,10922.2,11046.65,,
06-Jan-25,11059.2,11064.25,10703.45,10726.9,,
07-Jan-25,10801.25,10963.5,10797.8,10902.8,,
08-Jan-25,10966,11123.5,10944.7,11070.35,,
09-Jan-25,11081.25,11087.9,10830.95,10855.75,,
10-Jan-25,10887.85,10908.5,10670.85,10740.6,,
13-Jan-25,10646.3,10675.1,10399.1,10454.3,,
14-Jan-25,10511,10650.65,10510.35,10624.05,,
15-Jan-25,10689.1,10739.6,10594.4,10630.85,,
16-Jan-25,10726.85,10758.45,10673.65,10723.95,,
17-Jan-25,10881.95,10916.55,10790.2,10891.7,,
20-Jan-25,10956.15,10983.05,10840.95,10957.8,,
21-Jan-25,10979.65,11039.7,10818.8,10834.3,,
22-Jan-25,10869.85,10894.8,10644.6,10757,,
23-Jan-25,10741,10772.45,10662.85,10702,,
24-Jan-25,10740.7,10817.3,10457.35,10472.55,,
27-Jan-25,10412.8,10417.75,10196.25,10238,,
28-Jan-25,10266.2,10294.8,10076.6,10172.95,,
29-Jan-25,10197.75,10257.55,10155.45,10235.05,,
30-Jan-25,10268.6,10455.15,10232.9,10393.25,,
31-Jan-25,10412.65,10600.8,10353.7,10588.1,,
01-Feb-25,10579.8,10608.7,10309.85,10438.2,,
03-Feb-25,10330.25,10341.5,10131.25,10206.25,,
04-Feb-25,10287.15,10489.7,10285.95,10481.65,,
05-Feb-25,10558.75,10677,10554.35,10634.85,,
06-Feb-25,10660.9,10717.5,10529.4,10594.65,,
07-Feb-25,10559.95,10598.45,10445.9,10498.95,,
10-Feb-25,10482.75,10498.75,10281.95,10317,,
